category,date,sales
Cafe Beverages,2021-05-15 12:00:00,198
Cafe Beverages,2021-05-15 13:00:00,241.72
Cafe Beverages,2021-05-15 14:00:00,472.26
Cafe Beverages,2021-05-15 15:00:00,853.49
Cafe Beverages,2021-05-15 16:00:00,168
Cafe Beverages,2021-05-15 17:00:00,945.86
Cafe Beverages,2021-05-15 18:00:00,965.74
Cafe Beverages,2021-05-15 19:00:00,282.16
Cafe Beverages,2021-05-15 21:00:00,99
Cafe Beverages,2021-05-15 23:00:00,67.32
Cafe Beverages,2021-05-16 1:00:00,73.76
Cafe Beverages,2021-05-16 7:00:00,84
Cafe Beverages,2021-05-16 9:00:00,99
Cafe Beverages,2021-05-16 10:00:00,639.15
Cafe Beverages,2021-05-16 11:00:00,513.81
Cafe Beverages,2021-05-16 12:00:00,427.55
Cafe Beverages,2021-05-16 13:00:00,291.96
Cafe Beverages,2021-05-16 14:00:00,337
Cafe Beverages,2021-05-16 15:00:00,172.49
Cafe Beverages,2021-05-16 16:00:00,887.96
Cafe Beverages,2021-05-16 17:00:00,641.98
Cafe Beverages,2021-05-16 18:00:00,1010
Cafe Beverages,2021-05-16 19:00:00,172.49
Cafe Beverages,2021-05-16 20:00:00,396
Cafe Beverages,2021-05-16 21:00:00,402.35
Cafe Beverages,2021-05-17 2:00:00,119
Cafe Beverages,2021-05-17 6:00:00,238
Cafe Beverages,2021-05-17 8:00:00,99
Cafe Beverages,2021-05-17 9:00:00,337
Cafe Beverages,2021-05-17 10:00:00,816.48
Cafe Beverages,2021-05-17 11:00:00,192.49
Cafe Beverages,2021-05-17 12:00:00,317
Cafe Beverages,2021-05-17 13:00:00,1022.47
Cafe Beverages,2021-05-17 14:00:00,1554.18
Cafe Beverages,2021-05-17 15:00:00,1053.4
Cafe Beverages,2021-05-17 16:00:00,675.06
Cafe Beverages,2021-05-17 17:00:00,892.22
Cafe Beverages,2021-05-17 18:00:00,700.11
Cafe Beverages,2021-05-17 19:00:00,913.45
Cafe Beverages,2021-05-17 20:00:00,123.75
Cafe Beverages,2021-05-17 22:00:00,69
Cafe Beverages,2021-05-17 23:00:00,119
Cafe Beverages,2021-05-18 0:00:00,357
Cafe Beverages,2021-05-18 2:00:00,72.29
Cafe Beverages,2021-05-18 7:00:00,238
Cafe Beverages,2021-05-18 8:00:00,198
Cafe Beverages,2021-05-18 9:00:00,495
Cafe Beverages,2021-05-18 11:00:00,835.22
Cafe Beverages,2021-05-18 12:00:00,306
Cafe Beverages,2021-05-18 13:00:00,472.24
Cafe Beverages,2021-05-18 14:00:00,1468.25
Cafe Beverages,2021-05-18 15:00:00,1055.96
Cafe Beverages,2021-05-18 16:00:00,1235.43
Cafe Beverages,2021-05-18 17:00:00,579.35
Cafe Beverages,2021-05-18 18:00:00,1044.78
Cafe Beverages,2021-05-18 19:00:00,250.01
Cafe Beverages,2021-05-18 20:00:00,344.98
Cafe Beverages,2021-05-18 21:00:00,145.12
Cafe Beverages,2021-05-18 22:00:00,100.5
Cafe Beverages,2021-05-18 23:00:00,85.5
Cafe Beverages,2021-05-19 0:00:00,77.37
Cafe Beverages,2021-05-19 2:00:00,80.25
Cafe Beverages,2021-05-19 5:00:00,119
Cafe Beverages,2021-05-19 7:00:00,87.83
Cafe Beverages,2021-05-19 8:00:00,192.49
Cafe Beverages,2021-05-19 9:00:00,398.26
Cafe Beverages,2021-05-19 10:00:00,485.27
Cafe Beverages,2021-05-19 11:00:00,1134.17
Cafe Beverages,2021-05-19 12:00:00,502.55
Cafe Beverages,2021-05-19 13:00:00,1117.49
Cafe Beverages,2021-05-19 14:00:00,2553.94
Cafe Beverages,2021-05-19 15:00:00,1127.28
Cafe Beverages,2021-05-19 16:00:00,1347.3
Cafe Beverages,2021-05-19 17:00:00,1681
Cafe Beverages,2021-05-19 18:00:00,1352.12
Cafe Beverages,2021-05-19 19:00:00,542.98
Cafe Beverages,2021-05-19 20:00:00,378.73
Cafe Beverages,2021-05-19 22:00:00,198
Cafe Beverages,2021-05-20 5:00:00,357
Cafe Beverages,2021-05-20 8:00:00,119
Cafe Beverages,2021-05-20 9:00:00,73.49
Cafe Beverages,2021-05-20 10:00:00,568.49
Cafe Beverages,2021-05-20 11:00:00,2036.49
Cafe Beverages,2021-05-20 12:00:00,466.63
Cafe Beverages,2021-05-20 13:00:00,469.49
Cafe Beverages,2021-05-20 14:00:00,681.78
Cafe Beverages,2021-05-20 15:00:00,430.98
Cafe Beverages,2021-05-20 16:00:00,1108.22
Cafe Beverages,2021-05-20 17:00:00,1476.08
Cafe Beverages,2021-05-20 18:00:00,436
Cafe Beverages,2021-05-20 19:00:00,320.28
Cafe Beverages,2021-05-20 20:00:00,804.78
Cafe Beverages,2021-05-20 22:00:00,99
Cafe Beverages,2021-05-20 23:00:00,119
Cafe Beverages,2021-05-21 1:00:00,86
Cafe Beverages,2021-05-21 5:00:00,119
Cafe Beverages,2021-05-21 6:00:00,238
Cafe Beverages,2021-05-21 8:00:00,421.12
Cafe Beverages,2021-05-21 9:00:00,410.49
Cafe Beverages,2021-05-21 10:00:00,269.13
Cafe Beverages,2021-05-21 11:00:00,1345.36
Cafe Beverages,2021-05-21 12:00:00,295.49
Cafe Beverages,2021-05-21 13:00:00,644.24
Cafe Beverages,2021-05-21 14:00:00,854.47
Cafe Beverages,2021-05-21 15:00:00,710.75
Cafe Beverages,2021-05-21 16:00:00,1065.43
Cafe Beverages,2021-05-21 17:00:00,1495.14
Cafe Beverages,2021-05-21 18:00:00,982.24
Cafe Beverages,2021-05-21 19:00:00,675.73
Cafe Beverages,2021-05-21 20:00:00,618.57
Cafe Beverages,2021-05-22 1:00:00,178.93
Cafe Beverages,2021-05-22 4:00:00,238
Cafe Beverages,2021-05-22 7:00:00,119
Cafe Beverages,2021-05-22 9:00:00,1038.98
Cafe Beverages,2021-05-22 10:00:00,172.49
Cafe Beverages,2021-05-22 11:00:00,1103.49
Cafe Beverages,2021-05-22 12:00:00,267
Cafe Beverages,2021-05-22 13:00:00,570.72
Cafe Beverages,2021-05-22 14:00:00,218
Cafe Beverages,2021-05-22 15:00:00,766.49
Cafe Beverages,2021-05-22 16:00:00,1391.66
Cafe Beverages,2021-05-22 17:00:00,649.67
Cafe Beverages,2021-05-22 18:00:00,542.98
Cafe Beverages,2021-05-22 19:00:00,702.69
Cafe Beverages,2021-05-22 20:00:00,172.49
Cafe Beverages,2021-05-22 21:00:00,99
Cafe Beverages,2021-05-23 0:00:00,89.34
Cafe Beverages,2021-05-23 8:00:00,238
Cafe Beverages,2021-05-23 9:00:00,436
Cafe Beverages,2021-05-23 10:00:00,1054.94
Cafe Beverages,2021-05-23 11:00:00,370.49
Cafe Beverages,2021-05-23 12:00:00,710.14
Cafe Beverages,2021-05-23 13:00:00,594.95
Cafe Beverages,2021-05-23 14:00:00,664.45
Cafe Beverages,2021-05-23 15:00:00,443.98
Cafe Beverages,2021-05-23 16:00:00,2056.54
Cafe Beverages,2021-05-23 17:00:00,2156.16
Cafe Beverages,2021-05-23 18:00:00,1646.47
Cafe Beverages,2021-05-23 19:00:00,594
Cafe Beverages,2021-05-23 20:00:00,851.95
Cafe Beverages,2021-05-23 21:00:00,75.24
Cafe Beverages,2021-05-23 22:00:00,383.31
Cafe Beverages,2021-05-23 23:00:00,80.89
Cafe Beverages,2021-05-24 2:00:00,85.35
Cafe Beverages,2021-05-24 5:00:00,119
Cafe Beverages,2021-05-24 6:00:00,119
Cafe Beverages,2021-05-24 8:00:00,793
Cafe Beverages,2021-05-24 9:00:00,430.49
Cafe Beverages,2021-05-24 10:00:00,142.49
Cafe Beverages,2021-05-24 11:00:00,933.47
Cafe Beverages,2021-05-24 12:00:00,430.39
Cafe Beverages,2021-05-24 13:00:00,812
Cafe Beverages,2021-05-24 14:00:00,370.49
Cafe Beverages,2021-05-24 15:00:00,1106.49
Cafe Beverages,2021-05-24 16:00:00,1380.49
Cafe Beverages,2021-05-24 17:00:00,1179.18
Cafe Beverages,2021-05-24 18:00:00,1467
Cafe Beverages,2021-05-24 19:00:00,370.49
Cafe Beverages,2021-05-24 20:00:00,145.14
Cafe Beverages,2021-05-24 22:00:00,0
Cafe Beverages,2021-05-25 1:00:00,86.38
Cafe Beverages,2021-05-25 4:00:00,119
Cafe Beverages,2021-05-25 5:00:00,119
Cafe Beverages,2021-05-25 6:00:00,119
Cafe Beverages,2021-05-25 8:00:00,714
Cafe Beverages,2021-05-25 9:00:00,575
Cafe Beverages,2021-05-25 10:00:00,344.98
Cafe Beverages,2021-05-25 11:00:00,648.49
Cafe Beverages,2021-05-25 12:00:00,579.34
Cafe Beverages,2021-05-25 13:00:00,862.4
Cafe Beverages,2021-05-25 14:00:00,99
Cafe Beverages,2021-05-25 15:00:00,831.99
Cafe Beverages,2021-05-25 16:00:00,438.47
Cafe Beverages,2021-05-25 17:00:00,595.21
Cafe Beverages,2021-05-25 18:00:00,627.11
Cafe Beverages,2021-05-25 19:00:00,119
Cafe Beverages,2021-05-25 20:00:00,254.94
Cafe Beverages,2021-05-25 21:00:00,119
Cafe Beverages,2021-05-26 4:00:00,238
Cafe Beverages,2021-05-26 5:00:00,119
Cafe Beverages,2021-05-26 7:00:00,218
Cafe Beverages,2021-05-26 8:00:00,476
Cafe Beverages,2021-05-26 9:00:00,311.49
Cafe Beverages,2021-05-26 10:00:00,553.49
Cafe Beverages,2021-05-26 11:00:00,218
Cafe Beverages,2021-05-26 12:00:00,1129
Cafe Beverages,2021-05-26 13:00:00,514.83
Cafe Beverages,2021-05-26 14:00:00,398.87
Cafe Beverages,2021-05-26 15:00:00,561.72
Cafe Beverages,2021-05-26 16:00:00,889.4
Cafe Beverages,2021-05-26 17:00:00,661.98
Cafe Beverages,2021-05-26 18:00:00,489.49
Cafe Beverages,2021-05-26 19:00:00,495
Cafe Beverages,2021-05-26 20:00:00,397.62
Cafe Beverages,2021-05-26 21:00:00,119
Cafe Beverages,2021-05-27 3:00:00,82.97
Cafe Beverages,2021-05-27 6:00:00,119
Cafe Beverages,2021-05-27 8:00:00,384.98
Cafe Beverages,2021-05-27 9:00:00,436
Cafe Beverages,2021-05-27 10:00:00,1044
Cafe Beverages,2021-05-27 11:00:00,99
Cafe Beverages,2021-05-27 12:00:00,322.37
Cafe Beverages,2021-05-27 13:00:00,198
Cafe Beverages,2021-05-27 14:00:00,835.49
Cafe Beverages,2021-05-27 15:00:00,424.24
Cafe Beverages,2021-05-27 16:00:00,763.45
Cafe Beverages,2021-05-27 17:00:00,1037.77
Cafe Beverages,2021-05-27 18:00:00,517.47
Cafe Beverages,2021-05-27 19:00:00,891
Cafe Beverages,2021-05-27 20:00:00,99
Cafe Beverages,2021-05-27 21:00:00,297
Cafe Beverages,2021-05-27 22:00:00,337
Cafe Beverages,2021-05-27 23:00:00,273.86
Cafe Beverages,2021-05-28 1:00:00,91.26
Cafe Beverages,2021-05-28 6:00:00,714
Cafe Beverages,2021-05-28 8:00:00,256.49
Cafe Beverages,2021-05-28 9:00:00,238
Cafe Beverages,2021-05-28 10:00:00,396
Cafe Beverages,2021-05-28 11:00:00,556.57
Cafe Beverages,2021-05-28 12:00:00,469.46
Cafe Beverages,2021-05-28 13:00:00,542.98
Cafe Beverages,2021-05-28 14:00:00,467.99
Cafe Beverages,2021-05-28 16:00:00,977.41
Cafe Beverages,2021-05-28 17:00:00,755.8
Cafe Beverages,2021-05-28 18:00:00,1080.3
Cafe Beverages,2021-05-28 19:00:00,552
Cafe Beverages,2021-05-28 20:00:00,727.49
Cafe Beverages,2021-05-28 21:00:00,75.36
Cafe Beverages,2021-05-28 23:00:00,198
Cafe Beverages,2021-05-29 1:00:00,134.64
Cafe Beverages,2021-05-29 6:00:00,238
Cafe Beverages,2021-05-29 8:00:00,476
Cafe Beverages,2021-05-29 10:00:00,773
Cafe Beverages,2021-05-29 11:00:00,560.35
Cafe Beverages,2021-05-29 12:00:00,344.98
Cafe Beverages,2021-05-29 13:00:00,884.28
Cafe Beverages,2021-05-29 14:00:00,669.75
Cafe Beverages,2021-05-29 15:00:00,1401.6
Cafe Beverages,2021-05-29 16:00:00,325.38
Cafe Beverages,2021-05-29 17:00:00,1110.05
Cafe Beverages,2021-05-29 18:00:00,1053.1
Cafe Beverages,2021-05-29 19:00:00,693
Cafe Beverages,2021-05-29 20:00:00,719.62
Cafe Beverages,2021-05-29 21:00:00,172.49
Cafe Beverages,2021-05-29 23:00:00,200.93
Cafe Beverages,2021-05-30 0:00:00,357
Cafe Beverages,2021-05-30 5:00:00,238
Cafe Beverages,2021-05-30 6:00:00,119
Cafe Beverages,2021-05-30 8:00:00,555
Cafe Beverages,2021-05-30 9:00:00,604
Cafe Beverages,2021-05-30 10:00:00,741.27
Cafe Beverages,2021-05-30 11:00:00,99
Cafe Beverages,2021-05-30 12:00:00,76.23
Cafe Beverages,2021-05-30 13:00:00,271.49
Cafe Beverages,2021-05-30 14:00:00,687.49
Cafe Beverages,2021-05-30 15:00:00,939.98
Cafe Beverages,2021-05-30 16:00:00,1084.1
Cafe Beverages,2021-05-30 17:00:00,687.48
Cafe Beverages,2021-05-30 18:00:00,1157.09
Cafe Beverages,2021-05-30 19:00:00,859.71
Cafe Beverages,2021-05-30 20:00:00,590.96
Cafe Beverages,2021-05-30 21:00:00,172.49
Cafe Beverages,2021-05-30 22:00:00,614.81
Cafe Beverages,2021-05-30 23:00:00,99
Cafe Beverages,2021-05-31 2:00:00,147.51
Cafe Beverages,2021-05-31 3:00:00,238
Cafe Beverages,2021-05-31 6:00:00,119
Cafe Beverages,2021-05-31 7:00:00,238
Cafe Beverages,2021-05-31 8:00:00,509.49
Cafe Beverages,2021-05-31 9:00:00,357
Cafe Beverages,2021-05-31 10:00:00,344.98
Cafe Beverages,2021-05-31 11:00:00,416
Cafe Beverages,2021-05-31 12:00:00,588.6
Cafe Beverages,2021-05-31 13:00:00,251.28
Cafe Beverages,2021-05-31 14:00:00,1758.76
Cafe Beverages,2021-05-31 15:00:00,839.98
Cafe Beverages,2021-05-31 16:00:00,939.66
Cafe Beverages,2021-05-31 17:00:00,929.45
Cafe Beverages,2021-05-31 18:00:00,1533.23
Cafe Beverages,2021-05-31 19:00:00,559.94
Cafe Beverages,2021-05-31 20:00:00,475.3
Cafe Beverages,2021-05-31 21:00:00,667.1
Cafe Beverages,2021-05-31 22:00:00,146.98
Cafe Beverages,2021-05-31 23:00:00,0
Cafe Beverages,2021-06-01 0:00:00,99
Cafe Beverages,2021-06-01 5:00:00,119
Cafe Beverages,2021-06-01 6:00:00,119
Cafe Beverages,2021-06-01 8:00:00,1147.14
Cafe Beverages,2021-06-01 9:00:00,880.32
Cafe Beverages,2021-06-01 10:00:00,397.37
Cafe Beverages,2021-06-01 11:00:00,733.57
Cafe Beverages,2021-06-01 12:00:00,718.12
Cafe Beverages,2021-06-01 14:00:00,1224.46
Cafe Beverages,2021-06-01 15:00:00,1012.26
Cafe Beverages,2021-06-01 16:00:00,748.5
Cafe Beverages,2021-06-01 17:00:00,1340.74
Cafe Beverages,2021-06-01 18:00:00,900
Cafe Beverages,2021-06-01 19:00:00,686.9
Cafe Beverages,2021-06-01 20:00:00,322.3
Cafe Beverages,2021-06-01 21:00:00,329.77
Cafe Beverages,2021-06-02 4:00:00,357
Cafe Beverages,2021-06-02 7:00:00,357
Cafe Beverages,2021-06-02 8:00:00,277.87
Cafe Beverages,2021-06-02 9:00:00,297
Cafe Beverages,2021-06-02 10:00:00,372.24
Cafe Beverages,2021-06-02 11:00:00,310.75
Cafe Beverages,2021-06-02 12:00:00,964.49
Cafe Beverages,2021-06-02 13:00:00,363.9
Cafe Beverages,2021-06-02 14:00:00,1519.95
Cafe Beverages,2021-06-02 15:00:00,1017.63
Cafe Beverages,2021-06-02 16:00:00,684.86
Cafe Beverages,2021-06-02 17:00:00,1365.44
Cafe Beverages,2021-06-02 18:00:00,1094.94
Cafe Beverages,2021-06-02 19:00:00,444.94
Cafe Beverages,2021-06-02 20:00:00,441.62
Cafe Beverages,2021-06-02 21:00:00,396
Cafe Beverages,2021-06-02 22:00:00,97.5
Cafe Beverages,2021-06-03 0:00:00,99
Cafe Beverages,2021-06-03 1:00:00,401.58
Cafe Beverages,2021-06-03 6:00:00,441
Cafe Beverages,2021-06-03 7:00:00,86.41
Cafe Beverages,2021-06-03 8:00:00,119
Cafe Beverages,2021-06-03 9:00:00,421.12
Cafe Beverages,2021-06-03 10:00:00,1033.35
Cafe Beverages,2021-06-03 11:00:00,995.71
Cafe Beverages,2021-06-03 12:00:00,1496.74
Cafe Beverages,2021-06-03 13:00:00,542.98
Cafe Beverages,2021-06-03 14:00:00,386.55
Cafe Beverages,2021-06-03 15:00:00,1549.55
Cafe Beverages,2021-06-03 16:00:00,660.14
Cafe Beverages,2021-06-03 17:00:00,1059.75
Cafe Beverages,2021-06-03 18:00:00,418.48
Cafe Beverages,2021-06-03 19:00:00,495
Cafe Beverages,2021-06-03 20:00:00,515
Cafe Beverages,2021-06-03 21:00:00,882.94
Cafe Beverages,2021-06-03 22:00:00,174.24
Cafe Beverages,2021-06-04 2:00:00,99
Cafe Beverages,2021-06-04 3:00:00,99
Cafe Beverages,2021-06-04 4:00:00,238
Cafe Beverages,2021-06-04 5:00:00,238
Cafe Beverages,2021-06-04 6:00:00,119
Cafe Beverages,2021-06-04 7:00:00,238
Cafe Beverages,2021-06-04 8:00:00,317
Cafe Beverages,2021-06-04 9:00:00,713
Cafe Beverages,2021-06-04 10:00:00,489.22
Cafe Beverages,2021-06-04 11:00:00,979.61
Cafe Beverages,2021-06-04 12:00:00,558.88
Cafe Beverages,2021-06-04 13:00:00,941.85
Cafe Beverages,2021-06-04 14:00:00,1496.45
Cafe Beverages,2021-06-04 15:00:00,2148.22
Cafe Beverages,2021-06-04 16:00:00,2226.26
Cafe Beverages,2021-06-04 17:00:00,1382.96
Cafe Beverages,2021-06-04 18:00:00,2694.63
Cafe Beverages,2021-06-04 19:00:00,847.89
Cafe Beverages,2021-06-04 20:00:00,1652.75
Cafe Beverages,2021-06-04 22:00:00,477.5
Cafe Beverages,2021-06-05 1:00:00,99
Cafe Beverages,2021-06-05 7:00:00,319.47
Cafe Beverages,2021-06-05 8:00:00,569.49
Cafe Beverages,2021-06-05 9:00:00,819.77
Cafe Beverages,2021-06-05 10:00:00,1012.47
Cafe Beverages,2021-06-05 11:00:00,714
Cafe Beverages,2021-06-05 12:00:00,530.55
Cafe Beverages,2021-06-05 13:00:00,1133.65
Cafe Beverages,2021-06-05 14:00:00,1947.9
Cafe Beverages,2021-06-05 15:00:00,1349.05
Cafe Beverages,2021-06-05 16:00:00,839.98
Cafe Beverages,2021-06-05 17:00:00,1615.24
Cafe Beverages,2021-06-05 18:00:00,1140.71
Cafe Beverages,2021-06-05 19:00:00,1730.32
Cafe Beverages,2021-06-05 20:00:00,1699.96
Cafe Beverages,2021-06-05 21:00:00,469.49
Cafe Beverages,2021-06-05 22:00:00,431.96
Cafe Beverages,2021-06-06 1:00:00,70.77
Cafe Beverages,2021-06-06 4:00:00,84
Cafe Beverages,2021-06-06 6:00:00,441
Cafe Beverages,2021-06-06 7:00:00,119
Cafe Beverages,2021-06-06 8:00:00,500
Cafe Beverages,2021-06-06 9:00:00,887.96
Cafe Beverages,2021-06-06 10:00:00,766.49
Cafe Beverages,2021-06-06 11:00:00,463.98
Cafe Beverages,2021-06-06 12:00:00,1066.58
Cafe Beverages,2021-06-06 13:00:00,142.49
Cafe Beverages,2021-06-06 14:00:00,1023.29
Cafe Beverages,2021-06-06 15:00:00,1071.49
Cafe Beverages,2021-06-06 16:00:00,852.46
Cafe Beverages,2021-06-06 17:00:00,1547.73
Cafe Beverages,2021-06-06 18:00:00,1098.46
Cafe Beverages,2021-06-06 19:00:00,950.68
Cafe Beverages,2021-06-06 20:00:00,384.4
Cafe Beverages,2021-06-06 21:00:00,99
Cafe Beverages,2021-06-06 22:00:00,198
Cafe Beverages,2021-06-06 23:00:00,469.49
Cafe Beverages,2021-06-07 2:00:00,77.77
Cafe Beverages,2021-06-07 3:00:00,357
Cafe Beverages,2021-06-07 5:00:00,85.5
Cafe Beverages,2021-06-07 9:00:00,588.49
Cafe Beverages,2021-06-07 10:00:00,1451.57
Cafe Beverages,2021-06-07 11:00:00,1324.98
Cafe Beverages,2021-06-07 12:00:00,537.47
Cafe Beverages,2021-06-07 13:00:00,1280.57
Cafe Beverages,2021-06-07 14:00:00,1063.61
Cafe Beverages,2021-06-07 15:00:00,2135.53
Cafe Beverages,2021-06-07 16:00:00,1481.96
Cafe Beverages,2021-06-07 17:00:00,1628.35
Cafe Beverages,2021-06-07 18:00:00,1584.86
Cafe Beverages,2021-06-07 19:00:00,2172.37
Cafe Beverages,2021-06-07 20:00:00,515
Cafe Beverages,2021-06-07 21:00:00,271.49
Cafe Beverages,2021-06-07 22:00:00,99
Cafe Beverages,2021-06-08 0:00:00,322
Cafe Beverages,2021-06-08 2:00:00,1071
Cafe Beverages,2021-06-08 7:00:00,595
Cafe Beverages,2021-06-08 8:00:00,238
Cafe Beverages,2021-06-08 9:00:00,489.49
Cafe Beverages,2021-06-08 10:00:00,910.22
Cafe Beverages,2021-06-08 11:00:00,1354
Cafe Beverages,2021-06-08 12:00:00,1283.75
Cafe Beverages,2021-06-08 13:00:00,1111.47
Cafe Beverages,2021-06-08 14:00:00,594
Cafe Beverages,2021-06-08 15:00:00,859.98
Cafe Beverages,2021-06-08 16:00:00,654
Cafe Beverages,2021-06-08 17:00:00,1288
Cafe Beverages,2021-06-08 18:00:00,1111.08
Cafe Beverages,2021-06-08 19:00:00,1158.43
Cafe Beverages,2021-06-08 20:00:00,736.49
Cafe Beverages,2021-06-08 21:00:00,729.96
Cafe Beverages,2021-06-08 22:00:00,198
Cafe Beverages,2021-06-09 0:00:00,203.32
Cafe Beverages,2021-06-09 1:00:00,199.5
Cafe Beverages,2021-06-09 5:00:00,119
Cafe Beverages,2021-06-09 7:00:00,317
Cafe Beverages,2021-06-09 8:00:00,1005.49
Cafe Beverages,2021-06-09 9:00:00,317
Cafe Beverages,2021-06-09 10:00:00,952.47
Cafe Beverages,2021-06-09 11:00:00,1485.93
Cafe Beverages,2021-06-09 12:00:00,917.44
Cafe Beverages,2021-06-09 13:00:00,1452.93
Cafe Beverages,2021-06-09 14:00:00,1062.21
Cafe Beverages,2021-06-09 15:00:00,877.62
Cafe Beverages,2021-06-09 16:00:00,2031.79
Cafe Beverages,2021-06-09 17:00:00,1837.62
Cafe Beverages,2021-06-09 18:00:00,1431.62
Cafe Beverages,2021-06-09 19:00:00,1449.35
Cafe Beverages,2021-06-09 20:00:00,766.1
Cafe Beverages,2021-06-09 21:00:00,340.49
Cafe Beverages,2021-06-09 22:00:00,0
Cafe Beverages,2021-06-10 0:00:00,82.17
Cafe Beverages,2021-06-10 1:00:00,82.19
Cafe Beverages,2021-06-10 2:00:00,119
Cafe Beverages,2021-06-10 4:00:00,238
Cafe Beverages,2021-06-10 6:00:00,119
Cafe Beverages,2021-06-10 7:00:00,661.77
Cafe Beverages,2021-06-10 8:00:00,319.78
Cafe Beverages,2021-06-10 9:00:00,1146.14
Cafe Beverages,2021-06-10 10:00:00,771.55
Cafe Beverages,2021-06-10 11:00:00,1087.18
Cafe Beverages,2021-06-10 12:00:00,903.7
Cafe Beverages,2021-06-10 13:00:00,1207.65
Cafe Beverages,2021-06-10 14:00:00,1079.41
Cafe Beverages,2021-06-10 15:00:00,1621.41
Cafe Beverages,2021-06-10 16:00:00,1087.09
Cafe Beverages,2021-06-10 17:00:00,1641.47
Cafe Beverages,2021-06-10 18:00:00,894.1
Cafe Beverages,2021-06-10 19:00:00,1228.79
Cafe Beverages,2021-06-10 20:00:00,198
Cafe Beverages,2021-06-10 21:00:00,566.13
Cafe Beverages,2021-06-10 22:00:00,284.41
Cafe Beverages,2021-06-11 1:00:00,476
Cafe Beverages,2021-06-11 2:00:00,0
Cafe Beverages,2021-06-11 5:00:00,238
Cafe Beverages,2021-06-11 6:00:00,119
Cafe Beverages,2021-06-11 8:00:00,416
Cafe Beverages,2021-06-11 9:00:00,1067.14
Cafe Beverages,2021-06-11 10:00:00,1132.1
Cafe Beverages,2021-06-11 11:00:00,1456.74
Cafe Beverages,2021-06-11 12:00:00,1394.48
Cafe Beverages,2021-06-11 13:00:00,1725.06
Cafe Beverages,2021-06-11 14:00:00,1037.97
Cafe Beverages,2021-06-11 15:00:00,1209.51
Cafe Beverages,2021-06-11 16:00:00,2867.03
Cafe Beverages,2021-06-11 17:00:00,1248.79
Cafe Beverages,2021-06-11 18:00:00,512.25
Cafe Beverages,2021-06-11 19:00:00,1761.33
Cafe Beverages,2021-06-11 20:00:00,713.11
Cafe Beverages,2021-06-11 21:00:00,218
Cafe Beverages,2021-06-11 22:00:00,76.97
Cafe Beverages,2021-06-11 23:00:00,61.88
Cafe Beverages,2021-06-12 1:00:00,85.57
Cafe Beverages,2021-06-12 4:00:00,119
Cafe Beverages,2021-06-12 5:00:00,419.15
Cafe Beverages,2021-06-12 6:00:00,238
Cafe Beverages,2021-06-12 8:00:00,564
Cafe Beverages,2021-06-12 9:00:00,1008.97
Cafe Beverages,2021-06-12 10:00:00,1431.41
Cafe Beverages,2021-06-12 11:00:00,1671.49
Cafe Beverages,2021-06-12 12:00:00,1575.63
Cafe Beverages,2021-06-12 13:00:00,2606.98
Cafe Beverages,2021-06-12 14:00:00,1008.77
Cafe Beverages,2021-06-12 15:00:00,2644.17
Cafe Beverages,2021-06-12 16:00:00,4194.8
Cafe Beverages,2021-06-12 17:00:00,2670.96
Cafe Beverages,2021-06-12 18:00:00,2962.13
Cafe Beverages,2021-06-12 19:00:00,2402.96
Cafe Beverages,2021-06-12 20:00:00,1449.1
Cafe Beverages,2021-06-12 21:00:00,73.49
Cafe Beverages,2021-06-12 22:00:00,144.62
Cafe Beverages,2021-06-12 23:00:00,150.48
Cafe Beverages,2021-06-13 0:00:00,119
Cafe Beverages,2021-06-13 1:00:00,119
Cafe Beverages,2021-06-13 3:00:00,119
Cafe Beverages,2021-06-13 5:00:00,238
Cafe Beverages,2021-06-13 6:00:00,595
Cafe Beverages,2021-06-13 7:00:00,594
Cafe Beverages,2021-06-13 8:00:00,614
Cafe Beverages,2021-06-13 9:00:00,983.11
Cafe Beverages,2021-06-13 10:00:00,982.13
Cafe Beverages,2021-06-13 11:00:00,2832.01
Cafe Beverages,2021-06-13 12:00:00,2475.57
Cafe Beverages,2021-06-13 13:00:00,1489.7
Cafe Beverages,2021-06-13 14:00:00,3373.51
Cafe Beverages,2021-06-13 15:00:00,1931.66
Cafe Beverages,2021-06-13 16:00:00,3390.62
Cafe Beverages,2021-06-13 17:00:00,3690.93
Cafe Beverages,2021-06-13 18:00:00,5757.17
Cafe Beverages,2021-06-13 19:00:00,2602.76
Cafe Beverages,2021-06-13 20:00:00,1322.39
Cafe Beverages,2021-06-13 21:00:00,484.33
Cafe Beverages,2021-06-13 22:00:00,177.69
Cafe Beverages,2021-06-13 23:00:00,183.53
Cafe Beverages,2021-06-14 0:00:00,81.3
Cafe Beverages,2021-06-14 1:00:00,81.43
Cafe Beverages,2021-06-14 5:00:00,476
Cafe Beverages,2021-06-14 6:00:00,119
Cafe Beverages,2021-06-14 7:00:00,73.49
Cafe Beverages,2021-06-14 8:00:00,1103.33
Cafe Beverages,2021-06-14 9:00:00,505
Cafe Beverages,2021-06-14 10:00:00,1012.55
Cafe Beverages,2021-06-14 11:00:00,867.86
Cafe Beverages,2021-06-14 12:00:00,1742.22
Cafe Beverages,2021-06-14 13:00:00,1426.83
Cafe Beverages,2021-06-14 14:00:00,2256.34
Cafe Beverages,2021-06-14 15:00:00,1891.45
Cafe Beverages,2021-06-14 16:00:00,2387.35
